NAME,YEAR,DIRECTOR,RATINGS,REVIEWS,RATING_SCORES,POLARITY_SCORES,COMPOUND,COMPOUND_CLASSIFICATION,RATING_CLASSIFICATION
The Battle of Algiers,1966,Gillo Pontecorvo, ★★★★ ," A sobering, brutally real depiction of revolutionary conflict. The film presents the actions as they are without adding any sentimentality or commentary. It's a great way to accomplish what the films sets out to accomplish, but I can't say I was always fully engaged. Important and radical filmmaking nonetheless. ×Criterion Challenge #12 - Genre: War×Top 250 Directors Challenge - 52/250 (#107 - Gillo Pontecorvo) ***",4.0,"{'neg': 0.1, 'neu': 0.673, 'pos': 0.227, 'compound': 0.8344}",0.8344,pos,pos
La Haine,1995,Mathieu Kassovitz, ★★★★½ ," there should be a movie genre called ""just bros hanging out"" ***",4.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Scenes from a Marriage,1974,Ingmar Bergman, ★★★★★ , gosh darn it i love bergman he kills me every time this is so beautiful and honest i could cry ***,5.0,"{'neg': 0.198, 'neu': 0.42, 'pos': 0.382, 'compound': 0.7995}",0.7995,pos,pos
Howl's Moving Castle,2004,Hayao Miyazaki, ★★★★★ , tik tok boys want what howl has ***,5.0,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.0772}",0.0772,neu,pos
Who's Afraid of Virginia Woolf?,1966,Mike Nichols, ★★★★½ , had to pause five minutes in to get a snack after watching elizabeth taylor eat a chicken wing so forcefully ***,4.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Princess Mononoke,1997,Hayao Miyazaki, ★★★★½ ," ""I hate humans!"" honestly same ***",4.5,"{'neg': 0.363, 'neu': 0.364, 'pos': 0.273, 'compound': -0.2481}",-0.2481,neu,pos
Dead Poets Society,1989,Peter Weir, ★★★★ , this film is about being gay ***,4.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Nobody Knows,2004,Hirokazu Kore-eda, ★★★★★ , Grave of the fireflies walked so Nobody knows could run 🥲With just 3 films Kore-eda has become one of my all time fav director now. In this film kids weren't acting they were living the part. I'm speechless.💔☹️ ***,5.0,"{'neg': 0.062, 'neu': 0.865, 'pos': 0.072, 'compound': 0.1027}",0.1027,neu,pos
Werckmeister Harmonies,2000,Béla Tarr, ★★★★ , 🐋    🐋      🐋🐋🐋🐋🐋🐋🐋🐋   🐋🐋🐋🐋🐋🐋🐋    🐋      🐋🐋🐋🐋👁️🐋🐋    🐋🐋  🐋🐋🐋🐋🐋🐋🐋        🐋🐋🐋🐋🐋🐋🐋🐋 ***,4.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
A Woman Under the Influence,1974,John Cassavetes, ★★★★½ , I hope things turn out okay for these guys ***,4.5,"{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.5859}",0.5859,pos,pos
It's a Wonderful Life,1946,Frank Capra, ★★★★★ ," How can a movie I've watched for 30 years, every year, multiple times some years, how can a movie like that still cause me to tear up at the end? I know what happens, I've seen it before. That, my friends, is quality film making. ***",5.0,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.6808}",0.6808,pos,pos
The Human Condition III: A Soldier's Prayer,1961,Masaki Kobayashi, ★★★★ ," Masaki Kobayashi concludes his monumental exploration of human nature with A Soldier's Prayer, a work that vehemently denounces the injustice and cruelty that humans are capable of, and a severe criticism of the actions and values of the Japanese army during the Second World War. Once again, we follow Kaji on his inner journey and efforts to survive violence and dehumanization in order to fulfil his longed-for dream of returning home to his beloved Michiko. The Human Condition is a beautiful and indisputable anti-war poem, a thoughtful and profound drama that reveals, like few other works, the complexity and contradictions of the human being. ***",4.0,"{'neg': 0.2, 'neu': 0.637, 'pos': 0.163, 'compound': -0.7783}",-0.7783,neg,pos
Happy Together,1997,Wong Kar-wai, ★★★★ , the waterfalls are symbolic of the tears falling down my face as the credits roll ***,4.0,"{'neg': 0.184, 'neu': 0.684, 'pos': 0.132, 'compound': 0.0}",0.0,neu,pos
La Dolce Vita,1960,Federico Fellini, ★★★★ , gonna wear a glamorous scarf on my head like all the hot italian women in this movie ***,4.0,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.7003}",0.7003,pos,pos
The Lord of the Rings: The Two Towers,2002,Peter Jackson, ★★★★★ , The Lord of the Rings is the only tale that really matters. ***,5.0,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.101}",0.101,neu,pos
Dog Day Afternoon,1975,Sidney Lumet, ★★★★★ , 70's al pacino can like.............get it ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Casablanca,1942,Michael Curtiz, ★★★★★ ," I hate it when people say stuff like: ""You should watch this because it's a masterpiece!""Those people are annoying idiots.Also:You should watch this because it's a masterpiece! ***",5.0,"{'neg': 0.185, 'neu': 0.607, 'pos': 0.208, 'compound': 0.1984}",0.1984,neu,pos
Ikiru,1952,Akira Kurosawa, ★★★★★ , Yes this was my first time watching this. Yes it was as great as everyone says. ***,5.0,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.8591}",0.8591,pos,pos
Spirited Away,2001,Hayao Miyazaki, ★★★★★ ," The generous heart of a child conjures a dream of spiritually and socially rewarding work in the face of Western gluttony, money, and environmental destruction. You'd think at some point the level of visual imagination on display would stop being shocking but it always is. ***",5.0,"{'neg': 0.117, 'neu': 0.765, 'pos': 0.118, 'compound': 0.0129}",0.0129,neu,pos
Oppenheimer,2023,Christopher Nolan, ★★★★½ , People thought I was crazy for starting a Josh Hartnett podcast in 2018 and now I’m here proudly looking up at my boy in 70mm imax calling Cillian Murphy “Oppy” ***,4.5,"{'neg': 0.073, 'neu': 0.818, 'pos': 0.109, 'compound': 0.296}",0.296,neu,pos
The Lord of the Rings: The Two Towers,2002,Peter Jackson, ★★★★½ ," Legolas may only have like 9 lines, but his platinum, sleek, plaited, blonde hair speaks louder than words ***",4.5,"{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.1901}",0.1901,neu,pos
Napoleon,1927,Abel Gance, ★★★★★ ," Napoleon*first time seeing the 5 1/2 hr restoration, I've been watching the Coppola one forever! ***",5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Oldboy,2003,Park Chan-wook, ★★★★ , excuse me what the fuck ***,4.0,"{'neg': 0.398, 'neu': 0.455, 'pos': 0.148, 'compound': -0.4939}",-0.4939,neu,pos
Millennium Actress,2001,Satoshi Kon, ★★★★ ," ok now imagine being in love, but with someone you never really have ***",4.0,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4939}",0.4939,neu,pos
Marcel the Shell with Shoes On,2021,Dean Fleischer Camp, ★★★ , This review may contain spoilers. I can handle the truth.  marcel gets fuckinf DOXXED and SWATTED  ***,3.0,"{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.3182}",0.3182,neu,pos
Double Indemnity,1944,Billy Wilder, ★★★★½ , every film noir: this femme fatale has seduced and murdered 17 peopleme: and i hope she seduces and murders me next! ***,4.5,"{'neg': 0.36, 'neu': 0.547, 'pos': 0.093, 'compound': -0.8516}",-0.8516,neg,pos
Shoplifters,2018,Hirokazu Kore-eda, ★★★★★ , the only flaw is that it ends - i could watch this on a loop FOREVER. this should have what roma has ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Cure,1997,Kiyoshi Kurosawa, ★★★★½ , I was mesmerized. ***,4.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Mishima: A Life in Four Chapters,1985,Paul Schrader, ★★★★★ , still the best 10/10my dad said it’s a 6/10 but that’s a good score for him ***,5.0,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.7543}",0.7543,pos,pos
Amadeus,1984,Miloš Forman, ★★★★★ , Basically a superhero movie where no one understands or appreciates the hero’s power. No one... except the villain.If you need a really dumb hook for getting a kid to watch one of the greatest films of all time. ***,5.0,"{'neg': 0.172, 'neu': 0.667, 'pos': 0.161, 'compound': 0.1298}",0.1298,neu,pos
A Matter of Life and Death,1946,Emeric Pressburger, ★★★★★ ," “You've got a good voice. You've got guts, too. It's funny - I've known dozens of girls. I've been in love with some of them. But an American girl whom I've never seen, and who I never shall see will hear my last words? That's funny. It's rather sweet. June, if you're around when they pick me up, turn your head away will you?”Rather sweet, indeed. ***",5.0,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.9566}",0.9566,pos,pos
City of God,2002,Fernando Meirelles, ★★★★ , This review may contain spoilers. I can handle the truth.  just gonna live life to the fullest because benny didn't get a chance to  ***,4.0,"{'neg': 0.069, 'neu': 0.839, 'pos': 0.092, 'compound': 0.1431}",0.1431,neu,pos
Django Unchained,2012,Quentin Tarantino, ★★★★½ , jamie foxx killing racists? we love that!!!! also christoph waltz is hot as fuck i don’t even care ***,4.5,"{'neg': 0.381, 'neu': 0.394, 'pos': 0.224, 'compound': -0.7326}",-0.7326,neg,pos
Princess Mononoke,1997,Hayao Miyazaki, ★★★★ ," Damn, I missed out on these films as a child. ***",4.0,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.5994}",-0.5994,neg,pos
The Green Mile,1999,Frank Darabont, ★★★½ ," Films Watched in 2020 - Film 207100 Movies I Want to Watch in 2020 - Film 46/100I hate to be that person as I do love long films but I feel like this is slightly too much on the longer side. Tom Hanks wasn’t that engaging to be honest, and I struggle to connect with supernatural/fantasy films, especially if they’re grounded in an otherwise completely normal world. ***",3.5,"{'neg': 0.071, 'neu': 0.735, 'pos': 0.194, 'compound': 0.85}",0.85,pos,pos
Perfect Blue,1997,Satoshi Kon, ★★★★★ , the most fucked up a movie that opens with power rangers could ever be. ***,5.0,"{'neg': 0.265, 'neu': 0.735, 'pos': 0.0, 'compound': -0.6901}",-0.6901,neg,pos
Good Will Hunting,1997,Gus Van Sant, ★★★★★ ," me in history class: i don't understand anything we're learningme after watching this: i'm here to talk about how the economies of virginia and pennsylvania were entrepreneurial and capitalist way back in 1740 and the pre-revolutionary utopia and the capital-forming effects of military mobilization. oh! and how wood drastically underestimates the impact of social distinctions predicated upon wealth, especially inherited wealth as stated in vickers', work in essex county, page 98. ***",5.0,"{'neg': 0.027, 'neu': 0.886, 'pos': 0.087, 'compound': 0.68}",0.68,pos,pos
Who's Afraid of Virginia Woolf?,1966,Mike Nichols, ★★★★★ ," ""You're all flops. I am the Earth Mother and you are all flops."" ***",5.0,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.34}",-0.34,neu,pos
Akira,1988,Katsuhiro Otomo, ★★★★½ , what the hell ***,4.5,"{'neg': 0.605, 'neu': 0.395, 'pos': 0.0, 'compound': -0.6808}",-0.6808,neg,pos
Aftersun,2022,Charlotte Wells, ★★★★★ , Will unfortunately have to explain to people why i burst into tears every time i listen to under pressure from now on and how it’s because of this film ***,5.0,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.6705}",-0.6705,neg,pos
Stalker,1979,Andrei Tarkovsky, ★★★★★ , - 1001 Movies you Must See Before You Die -I’ve never taken away so much yet so little from a film in my life. Never have I seen a film that is so incredible to look at and is so incredible to listen to. It allows you to interpret it however you like and leaves you thinking about every aspect of life and it’s true meaning.  I’m completely taken back by it. ***,5.0,"{'neg': 0.052, 'neu': 0.878, 'pos': 0.07, 'compound': 0.1027}",0.1027,neu,pos
Das Boot,1981,Wolfgang Petersen, ★★★★½ ," Relentless and unparalleled classic submarine tale of WWII, told from the perspective of the Germans who fought for Hitler in the Atlantic Ocean. Best sub movie ever. Still one of the top modern war movies out there.88/100 ***",4.5,"{'neg': 0.134, 'neu': 0.711, 'pos': 0.155, 'compound': 0.0}",0.0,neu,pos
M,1931,Fritz Lang, ★★★½ , Peter Lorre really said 👀 the entire time he was on screen ***,3.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
The Lord of the Rings: The Fellowship of the Ring,2001,Peter Jackson, ★★★★★ , sometimes a fellowship is just six himbos two daddys and a gimli ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Magnolia,1999,Paul Thomas Anderson, ★★★★★ , you know it’s a good movie when it’s three hours long but you don’t get bored ***,5.0,"{'neg': 0.142, 'neu': 0.753, 'pos': 0.105, 'compound': -0.1779}",-0.1779,neu,pos
A Man Escaped,1956,Robert Bresson, ★★★★★ ," a purpose, a process, a prosecution. every image is necessary, every sound has meaning, every moment matters. bresson is a total filmmaker; nothing escapes his artistry. ***",5.0,"{'neg': 0.178, 'neu': 0.779, 'pos': 0.043, 'compound': -0.5377}",-0.5377,neg,pos
Love Exposure,2008,Sion Sono, ★★★★★ ," Insanely entertaining and smart to boot, this is a perfect case scenario for when I don't feel a film is too long despite it's massive run time. Hell, when there are so many ideas and the pace moves at a good rate, I would've been happy to watch the longer cut. ***",5.0,"{'neg': 0.107, 'neu': 0.639, 'pos': 0.254, 'compound': 0.8481}",0.8481,pos,pos
Satantango,1994,Béla Tarr, ★★★★★ , Speechless ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
An Elephant Sitting Still,2018,Hu Bo, ★★★ , “Don’t cry.”“Why not?”“Because. . . no reason.”Yeesh. ***,3.0,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,neu,pos
Children of Men,2006,Alfonso Cuarón, ★★★★★ , This... this is not a film... this is a fucking punch in the face ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Singin' in the Rain,1952,Stanley Donen, ★★★★½ , cosmo is the true star of this film where is his movie where is his oscar ***,4.5,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}",0.4215,neu,pos
The Green Mile,1999,Frank Darabont, ★★★★½ ," The Green Mile is equivalent to running a marathon; you're drained by the end, yet grateful and satisfied for the experience. This is a beautiful, powerful piece of work with remarkable performances from Tom Hanks and Michael Clarke Duncan. ***",4.5,"{'neg': 0.049, 'neu': 0.632, 'pos': 0.318, 'compound': 0.9274}",0.9274,pos,pos
All About Eve,1950,Joseph L. Mankiewicz, ★★★★★ , there are some screenplays that are just so staggeringly great that they just baffle me. casablanca is one. network is one. so is this. it’s so cynical and twisted and snappy and just so well realized. they just do not write movies like this anymore. ***,5.0,"{'neg': 0.1, 'neu': 0.769, 'pos': 0.13, 'compound': 0.3906}",0.3906,neu,pos
Princess Mononoke,1997,Hayao Miyazaki, ★★★★ , call it what it is. treeson ***,4.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
